"id","name","website","canonical_domain","status","inclusion_hint","discovery_sources","source_contexts","first_seen","last_seen","notes"
"cand-pauseai-info","PauseAI","https://pauseai.info/","pauseai.info","new","borderline","discovery-aisafety-map|discovery-failure-first","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-people-csail-mit-edu","Dylan Hadfield-Menell","https://people.csail.mit.edu/","people.csail.mit.edu","new","borderline","discovery-aisafety-map","Conceptual research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-pivotal-research-org","Pivotal Research Fellowship","https://www.pivotal-research.org/","pivotal-research.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-princint-ai","Principles of Intelligence (Princint)","https://princint.ai/","princint.ai","new","borderline","discovery-aisafety-map","Conceptual research, Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-quantifieduncertainty-org","Quantified Uncertainty Research Institute (QURI)","https://quantifieduncertainty.org/","quantifieduncertainty.org","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-raiseimpact-org","RAISEimpact","https://www.raiseimpact.org/","raiseimpact.org","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-rand-org","RAND","https://www.rand.org/","rand.org","new","likely-core","discovery-aef-members|discovery-ai-safety-guide|discovery-aisafety-map|discovery-failure-first","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-researchathena-org","Athena Mentorship Program for Women","https://researchathena.org/","researchathena.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-resolution-org","Resolution","https://resolution.org/","resolution.org","new","borderline","discovery-aisafety-map|discovery-maisi","Conceptual research, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-rethinkwellbeing-org","Rethink Wellbeing","https://www.rethinkwellbeing.org/","rethinkwellbeing.org","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-romanyampolskiy-com","Dr. Roman Yampolskiy","https://www.romanyampolskiy.com/","romanyampolskiy.com","new","borderline","discovery-aisafety-map","Conceptual research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-safe-eu","EuroSafeAI","https://safe.eu/","safe.eu","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-safeai-org-uk","London Initiative for Safe AI (LISA)","https://www.safeai.org.uk/","safeai.org.uk","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-saif-org","Safe AI Forum (SAIF)","https://saif.org/","saif.org","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-schmidtsciences-org","Science of Trustworthy AI","https://www.schmidtsciences.org/","schmidtsciences.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-secureaifutureslab-com","Secure AI Futures Lab (SAFL)","https://secureaifutureslab.com/","secureaifutureslab.com","new","borderline","discovery-aisafety-map","Research support, Governance, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-secureainow-org","The Alliance for Secure AI Action","https://secureainow.org/","secureainow.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-secureaiproject-org","Secure AI Project","https://secureaiproject.org/","secureaiproject.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-securebio-org","SecureBio","https://securebio.org/","securebio.org","new","likely-core","discovery-aef-members","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-securityandtechnology-org","Institute for Security and Technology (IST)","https://securityandtechnology.org/","securityandtechnology.org","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-sgdsn-gouv-fr","Institut national pour l’évaluation et la sécurité de l’intelligence artificielle (INESIA)","https://www.sgdsn.gouv.fr/","sgdsn.gouv.fr","new","likely-context","discovery-naaimes-members","Government evaluation and measurement institute","2026-09-15","2026-09-15","Confirmed by the official French government 2026–2027 roadmap; legal structure and all graph claims still require canonical review."
"cand-shfhs-org","Saving Humanity from Homo Sapiens (SHfHS)","https://shfhs.org/","shfhs.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-simoninstitute-ch","Simon Institute for Longterm Governance","https://www.simoninstitute.ch/","simoninstitute.ch","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-simplexaisafety-com","Simplex","https://www.simplexaisafety.com/","simplexaisafety.com","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-softmax-com","Softmax","https://www.softmax.com/","softmax.com","new","borderline","discovery-aisafety-map","Conceptual research, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-sparai-org","Supervised Program for Alignment Research (SPAR)","https://sparai.org/","sparai.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ssi-inc","Safe Superintelligence Inc. (SSI)","https://ssi.inc/","ssi.inc","new","borderline","discovery-aisafety-map|discovery-failure-first","Capabilities research, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-standards-ieee-org","Standards","https://standards.ieee.org/","standards.ieee.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-stopai-info","Stop AI","https://www.stopai.info/","stopai.info","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-survivalandflourishing-fund","Survival and Flourishing Fund (SFF)","https://survivalandflourishing.fund/","survivalandflourishing.fund","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-talosnetwork-org","Talos Fellowship","https://www.talosnetwork.org/","talosnetwork.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-taraprogram-org","Technical Alignment Research Accelerator (TARA)","https://www.taraprogram.org/","taraprogram.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-tarbellcenter-org","Tarbell Center for AI Journalism","https://www.tarbellcenter.org/","tarbellcenter.org","new","borderline","discovery-aisafety-map","Training and education, Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-theaipi-org","AI Policy Institute (AIPI)","https://theaipi.org/","theaipi.org","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-theaipn-org","The AI Policy Network (AIPN)","https://theaipn.org/","theaipn.org","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-thecompendium-ai","The Compendium","https://www.thecompendium.ai/","thecompendium.ai","new","borderline","discovery-aisafety-map","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-thefuturesociety-org","The Future Society (TFS)","https://thefuturesociety.org/","thefuturesociety.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-themidasproject-com","The Midas Project (TMP)","https://www.themidasproject.com/","themidasproject.com","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-timaeus-co","Timaeus","https://timaeus.co/","timaeus.co","new","likely-core","discovery-maisi","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-torchbearer-community","Torchbearer Community (TBC)","https://www.torchbearer.community/","torchbearer.community","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-transformative-org","Transformative Futures Institute (TFI)","https://transformative.org/","transformative.org","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-transluce-org","Transluce","https://transluce.org/","transluce.org","new","likely-core","discovery-aef-members|discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-truthful-ai","TruthfulAI","https://truthful.ai/","truthful.ai","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-turing-ac-uk","Turing","https://www.turing.ac.uk/research/interest-groups/ai-safety","turing.ac.uk","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-un-org","Un","https://www.un.org/","un.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-understanding-ai-safety-org","Understanding Ai Safety","https://understanding-ai-safety.org/","understanding-ai-safety.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-vistainstituteai-org","Vista Institute for AI Policy","https://vistainstituteai.org/","vistainstituteai.org","new","borderline","discovery-aisafety-map","Governance, Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-weforum-org","Weforum","https://www.weforum.org/","weforum.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-wp-nyu-edu","NYU Alignment Research Group (ARG)","https://wp.nyu.edu/","wp.nyu.edu","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-x-ai","SpaceXAI","https://x.ai/","x.ai","new","borderline","discovery-aisafety-map","Capabilities research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-xrisk-uchicago-edu","UChicago Existential Risk Laboratory (XLab) Fellowship","https://xrisk.uchicago.edu/","xrisk.uchicago.edu","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
